C:\Users\Prathamesh\Desktop\DATA\IMG\center_2019_08_01_12_50_06_879.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\left_2019_08_01_12_50_06_879.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\right_2019_08_01_12_50_06_879.jpg,0,0,0,2.102365E-05
C:\Users\Prathamesh\Desktop\DATA\IMG\center_2019_08_01_12_50_06_941.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\left_2019_08_01_12_50_06_941.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\right_2019_08_01_12_50_06_941.jpg,0,0,0,8.793584E-07
C:\Users\Prathamesh\Desktop\DATA\IMG\center_2019_08_01_12_50_07_011.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\left_2019_08_01_12_50_07_011.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\right_2019_08_01_12_50_07_011.jpg,0,0,0,8.18588E-06
C:\Users\Prathamesh\Desktop\DATA\IMG\center_2019_08_01_12_50_07_087.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\left_2019_08_01_12_50_07_087.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\right_2019_08_01_12_50_07_087.jpg,0,0,0,1.197908E-05
C:\Users\Prathamesh\Desktop\DATA\IMG\center_2019_08_01_12_50_07_163.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\left_2019_08_01_12_50_07_163.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\right_2019_08_01_12_50_07_163.jpg,0,0,0,3.000437E-05
C:\Users\Prathamesh\Desktop\DATA\IMG\center_2019_08_01_12_50_07_237.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\left_2019_08_01_12_50_07_237.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\right_2019_08_01_12_50_07_237.jpg,0,0,0,6.30049E-06
C:\Users\Prathamesh\Desktop\DATA\IMG\center_2019_08_01_12_50_07_317.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\left_2019_08_01_12_50_07_317.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\right_2019_08_01_12_50_07_317.jpg,0,0,0,2.188919E-05
C:\Users\Prathamesh\Desktop\DATA\IMG\center_2019_08_01_12_50_07_389.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\left_2019_08_01_12_50_07_389.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\right_2019_08_01_12_50_07_389.jpg,0,0,0,6.453859E-06
C:\Users\Prathamesh\Desktop\DATA\IMG\center_2019_08_01_12_50_07_465.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\left_2019_08_01_12_50_07_465.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\right_2019_08_01_12_50_07_465.jpg,0,0,0,1.817869E-06
C:\Users\Prathamesh\Desktop\DATA\IMG\center_2019_08_01_12_50_07_544.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\left_2019_08_01_12_50_07_544.jpg,C:\Users\Prathamesh\Desktop\DATA\IMG\right_2019_08_01_12_50_07_544.jpg,0,0,0,6.552136E-06
